address,city,country,keys,latitude,longitude,name,postalCode,province,websites
4609 W Kenosha St,Broken Arrow,US,us/ok/brokenarrow/4609wkenoshast/-991981113,36.060487,-95.847051,Pei Wei,74012,OK,http://www.peiwei.com
370 West Stockbridge Road,Lee,US,us/ma/lee/370weststockbridgeroad/-1161002137,42.2969,-73.2747,McDonald's,1238,MA,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
508 N Main St,Tompkinsville,US,us/ky/tompkinsville/508nmainst/-1161002137,36.70318,-85.68955,McDonald's,42167,KY,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://www.mcdonalds.com"
50 W Pendleton St,Stanton,US,us/ky/stanton/50wpendletonst/93075755,37.840114,-83.858642,Arby's,40380,KY,"https://locations.arbys.com/us/ky/stanton/50-w-pendleton-st.html,http://www.arbys.com"
1537 Jenkins Rd,Whitesburg,US,us/ky/whitesburg/1537jenkinsrd/-1721138121,37.11156,-82.80312,Dairy Queen,41858,KY,http://www.dairyqueen.com
37 Medical Plaza Ln,Whitesburg,US,us/ky/whitesburg/37medicalplazaln/-791445730,37.121975,-82.84238,Wendy's,41858,KY,http://www.wendys.com
522 Veteran Memorial Drive,Abbeville,US,us/la/abbeville/522veteranmemorialdrive/1780593795,29.9819,-92.1285,SONIC Drive In,70510,LA,"http://sonicdrivein.com,https://locations.sonicdrivein.com/la/abbeville/522-veteran-memorial-drive.html"
615 N Mayo Trl,Paintsville,US,us/ky/paintsville/615nmayotrl/106088,37.8262,-82.8229,KFC,41240,KY,"http://www.kfc.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJ0wqrTvaWJPcbE4hgqnoj-aEAWvHrx70mo5OQDNKiFFpV8j9mtjaZ3gddUpuoxmlwsAWXZEWzHp5zOAO_NAwirQA7VU9qNMek8OQeZxq3aZMJJNovUrLBhB4aNa7Y55xC-8E39XgiJwt1M54ne6PpE-MFIvT16lL8tII3vcS5gsO5aFvffNw7iRZ6cNIfS5PfI64AJaTx6geR7i4vyYzvEL9Q5ugf6EJAEhI0klQtcjH8z2-2YA-lGoLXPmBNUiWJ2eMhmC71eEICPp2NfYbEJEA5uUm06ainNqUr9N78wxu4Fzh1So7CTtDOmValYbxeTqLDRkPJjUka_wTAolIp8-O-lrkyPO4yYnRRLMOmH6DMfM_3s93g-w&placement=listing_profile&cs_user=unknown&cs_session=47a67f23522e17e4178d1c200457f94d6bde1f93"
300 Cumberland St,Bogalusa,US,us/la/bogalusa/300cumberlandst/696490760,30.7904,-89.8639,Hardee's,70427,LA,http://www.hardees.com
101 Cumberland St,Bogalusa,US,us/la/bogalusa/101cumberlandst/-2061630068,30.785771,-89.864662,Burger King,70427,LA,"http://www.bk.com,https://locations.bk.com/la/bogalusa/101-cumberland-st.html"
129 Cumberland St,Bogalusa,US,us/la/bogalusa/129cumberlandst/-791445730,30.786518,-89.864679,Wendy's,70427,LA,http://www.wendys.com
545 N Mayo Trl,Paintsville,US,us/ky/paintsville/545nmayotrl/696490760,37.8091,-82.802,Hardee's,41240,KY,http://www.hardees.com
382 Highway 15 North,Jackson,US,us/ky/jackson/382highway15north/-864103396,37.558272,-83.388494,Taco Bell,41339,KY,"http://www.tacobell.com,https://locations.tacobell.com/ky/jackson/382-highway-15-north.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=K198026&utm_content=website"
768 West Main Street,Lebanon,US,us/ky/lebanon/768westmainstreet/93075755,37.559748,-85.271074,Arby's,40033,KY,"http://www.arbys.com,http://locations.arbys.com/us/ky/lebanon/768-west-main-street.html"
735 NW Wilkinson Blvd,Liberty,US,us/ky/liberty/735nwwilkinsonblvd/-1161002137,37.3239,-84.925,McDonald's,42539,KY,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
437 Richmond Rd,Manchester,US,us/ky/manchester/437richmondrd/-2061630068,37.157569,-83.766147,Burger King,40962,KY,"http://www.bk.com,https://locations.bk.com/ky/manchester/437-richmond-rd.html"
40 Muddy Gap Rd,Manchester,US,us/ky/manchester/40muddygaprd/-1161002137,37.13933,-83.76888,McDonald's,40962,KY,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com"
129 N Main St,Marion,US,us/ky/marion/129nmainst/-1161002137,37.333349,-88.081265,McDonald's,42064,KY,"http://t.co/oC09j0gzgj,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
1691 Flemingsburg Rd,Morehead,US,us/ky/morehead/1691flemingsburgrd/696490760,38.1873,-83.4763,Hardee's,40351,KY,http://www.hardees.com
402 W Main St,Morehead,US,us/ky/morehead/402wmainst/-791445730,38.178,-83.4376,Wendy's,40351,KY,http://www.wendys.com
809 Us Highway 60 E,Morganfield,US,"us/ky/morganfield/809ushighway60e/-891525969,us/ky/morganfield/809ushighway60e/-891525969",37.6894,-87.9044,Subway,42437,KY,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJ_DQufbfz1t_dklFttO0oM_YoC0j8cIYoSiBp5J_2Hi5-kgmbeqE74yVjaEiK1Ss064gQe1zPXNMoYscplYky5GyTkkhwoIIVOO9MFXKQA11sKOAR6Pwg-lTAiBfDs4FeQdVVxkoiJZovybVl6-V8phbN5jlLHdRweGJ164AgrOr84waA5zLs4nb88fHTEdSXwwzcgaq4NabV1cwl7It4vUnpnV9p10uQy7coLzLxD9HBNmg1Q-jynB1wQnoOhELxyedFgBw2Tn_PmDjia4VYO_XxhRALGJGA2WhfzcajdusatM0J2fXVuF4bjnRScYbavqguawheb4og5KwsClfpHCVedGSLGEY3&placement=listing_profile&cs_user=unknown&cs_session=b52d536f1a9ffcbe3fba5a55f712bd589252856b
322 N Morgan St,Morganfield,US,us/ky/morganfield/322nmorganst/-1161002137,37.68742,-87.91363,McDonald's,42437,KY,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com"
512 E Main St,Morehead,US,us/ky/morehead/512emainst/-1721138121,38.1876,-83.4297,Dairy Queen,40351,KY,http://www.dairyqueen.com
125 W Main St,Morehead,US,us/ky/morehead/125wmainst/93075755,38.181062,-83.43618,Arby's,40351,KY,"http://www.arbys.com,https://locations.arbys.com/us/ky/morehead/125-w-main-st.html,http://locations.arbys.com/us/ky/morehead/125-w-main-st.html"
110 Flemingsburg Rd,Morehead,US,us/ky/morehead/110flemingsburgrd/-1947870258,38.1778,-83.4381,Jimmy John's,40351,KY,http://www.jimmyjohns.com
1101 Adams Dr,Mchenry,US,us/il/mchenry/1101adamsdr/1121518186,42.342512,-88.248956,Culver's,60051,IL,http://www.culvers.com/restaurants/mchenry
1 Crossgates Mall Rd,Albany,US,us/ny/albany/1crossgatesmallrd/93075755,42.687711,-73.849772,Arby's,12203,NY,http://www.arbys.com
4145 Hwy 20,Buford,US,us/ga/buford/4145hwy20/93075755,34.093054,-84.003065,Arby's,30518,GA,http://www.arbys.com
4151 Atlanta Hwy,Loganville,US,us/ga/loganville/4151atlantahwy/93075755,33.8434,-83.9094,Arby's,30052,GA,"http://www.arbys.com,https://locations.arbys.com/us/ga/loganville/4151-atlanta-hwy.html,http://locations.arbys.com/us/ga/loganville/4151-atlanta-hwy.html"
8320 Annapolis Road,Hyattsville,US,us/md/hyattsville/8320annapolisroad/1241037051,38.957266,-76.871158,Bojangles' Famous Chicken 'n Biscuits,20784,MD,http://www.bojangles.com
806 Rostraver Rd,Belle Vernon,US,us/pa/bellevernon/806rostraverrd/891991624,40.136482,-79.84282,A&W/Long John Silvers,15012,PA,http://www.awrestaurants.com
5560 Harvey St,Muskegon,US,us/mi/muskegon/5560harveyst/93075755,43.1505,-86.205246,Arby's,49444,MI,"http://www.arbys.com,https://locations.arbys.com/us/mi/muskegon/5560-harvey-st.html,http://locations.arbys.com/us/mi/muskegon/5560-harvey-st.html"
4400 William Penn Hwy,Murrysville,US,us/pa/murrysville/4400williampennhwy/106088,40.427,-79.6809,KFC,15668,PA,http://www.kfc.com
13000 W Indian School Rd,Litchfield Park,US,us/az/litchfieldpark/13000windianschoolrd/-964070452,33.493296,-112.33883,Pick Up Stix,85340,AZ,"http://www.pickupstix.com,http://www.pickupstix.com/"
10 Bel Air South Pkwy,Bel Air,US,us/md/belair/10belairsouthpkwy/93075755,39.4978,-76.328,Arby's,21015,MD,"http://www.arbys.com,http://locations.arbys.com/us/md/bel-air/10-bel-air-south-pkwy.html"
801 N Cross St,Albany,US,us/ky/albany/801ncrossst/-1161002137,36.6965,-85.13571,McDonald's,42602,KY,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com"
699 N Cross St,Albany,US,us/ky/albany/699ncrossst/-2061630068,36.695316,-85.135236,Burger King,42602,KY,"https://locations.bk.com/ky/albany/699-north-cross-st.html,http://www.bk.com,https://www.bk.com"
102 Canoy Lane,Clemson,US,us/sc/clemson/102canoylane/1241037051,34.688956,-82.812212,Bojangles' Famous Chicken 'n Biscuits,29631,SC,http://www.bojangles.com
1860 N Main St,Beaver Dam,US,us/ky/beaverdam/1860nmainst/-1161002137,37.416303,-86.878319,McDonald's,42320,KY,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com"
1306 N Main St,Beaver Dam,US,us/ky/beaverdam/1306nmainst/106088,37.4193,-86.8803,KFC,42320,KY,http://www.kfc.com
4545 Frederica St,Owensboro,US,us/ky/owensboro/4545fredericast/-791445730,37.7263,-87.123,Wendy's,42301,KY,http://www.wendys.com
1715 Frederica St,Owensboro,US,us/ky/owensboro/1715fredericast/-1721138121,37.7588,-87.1119,Dairy Queen,42301,KY,http://www.dairyqueen.com
602 W 30th St,Connersville,US,us/in/connersville/602w30thst/93075755,39.67208,-85.136151,Arby's,47331,IN,"http://www.arbys.com,https://locations.arbys.com/us/in/connersville/602-w-30th-st.html,http://locations.arbys.com/us/in/connersville/602-w-30th-st.html"
518 W 30th St,Connersville,US,us/in/connersville/518w30thst/-1161002137,39.671644,-85.134804,McDonald's,47331,IN,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
807 W Us Highway 24,Wamego,US,us/ks/wamego/807wushighway24/-891525969,39.20962,-96.30701,Subway,66547,KS,http://www.subway.com
1100 Kansas Ave,Topeka,US,us/ks/topeka/1100kansasave/-1161002137,39.0438,-95.6762,McDonald's,66612,KS,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
1384 N Lake Dr,Prestonsburg,US,us/ky/prestonsburg/1384nlakedr/-1734454694,37.675808,-82.778435,Dairy Cheer,41653,KY,
1601 Hustonville Rd,Danville,US,us/ky/danville/1601hustonvillerd/93075755,37.61909,-84.77522,Arby's,40422,KY,"http://www.arbys.com,https://locations.arbys.com/us/ky/danville/1601-hustonville-rd.html,http://locations.arbys.com/us/ky/danville/1601-hustonville-rd.html"
341 N Mayo Trl,Paintsville,US,us/ky/paintsville/341nmayotrl/-2061630068,37.82059,-82.81666,Burger King,41240,KY,"http://www.bk.com,https://locations.bk.com/ky/paintsville/341-n-mayo-trl.html"
116 Lee Ave,Pikeville,US,us/ky/pikeville/116leeave/-2061630068,37.502291,-82.535067,Burger King,41501,KY,"http://www.bk.com,https://locations.bk.com/ky/pikeville/116-lee-ave.html,https://www.bk.com"
101 Baird Ave,Pikeville,US,us/ky/pikeville/101bairdave/-1161002137,37.47359,-82.52728,McDonald's,41501,KY,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com"
186 Cassady Blvd,Pikeville,US,us/ky/pikeville/186cassadyblvd/93075755,37.504503,-82.53503,Arby's,41501,KY,http://www.arbys.com
618 N Lake Dr,Prestonsburg,US,us/ky/prestonsburg/618nlakedr/106088,37.674618,-82.777565,KFC,41653,KY,http://www.kfc.com
1308 North Lake Dr,Prestonsburg,US,us/ky/prestonsburg/1308northlakedr/93075755,37.683592,-82.777067,Arby's,41653,KY,http://www.arbys.com
740 N Lake Dr,Prestonsburg,US,us/ky/prestonsburg/740nlakedr/-864103396,37.67653,-82.77878,Taco Bell,41653,KY,"http://www.tacobell.com,https://locations.tacobell.com/ky/prestonsburg/740-n-lake-dr.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=028463andutm_content=website"
1414 N Lake Dr,Prestonsburg,US,us/ky/prestonsburg/1414nlakedr/1516016543,37.6858,-82.77639,Long John Silver's,41653,KY,http://www.ljsilvers.com
750 N Carol Malone Blvd,Grayson,US,us/ky/grayson/750ncarolmaloneblvd/-791445730,38.342486,-82.942431,Wendy's,41143,KY,http://www.wendys.com
1803 Center Street,Marysville,US,us/ks/marysville/1803centerstreet/1780593795,39.8416,-96.6355,SONIC Drive In,66508,KS,https://locations.sonicdrivein.com/ks/marysville/1803-center-street.html
2025 N Main St,Hazard,US,us/ky/hazard/2025nmainst/106088,37.265175,-83.19103,KFC,41701,KY,http://www.kfc.com
1111 Chestnut St,Murray,US,us/ky/murray/1111chestnutst/-791445730,36.6171,-88.3138,Wendy's,42071,KY,http://www.wendys.com
402 N 12th St,Murray,US,us/ky/murray/402n12thst/-864103396,36.61574,-88.31458,Taco Bell,42071,KY,"http://www.tacobell.com,https://locations.tacobell.com/ky/murray/402-n-12th-st.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=004683andutm_content=website,https://locations.tacobell.com/ky/murray/402-n-12th-st.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=004683&utm_content=website"
107 N 12th St,Murray,US,us/ky/murray/107n12thst/-1161002137,36.61142,-88.31556,McDonald's,42071,KY,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com"
1040 E Iron Ave,Salina,US,us/ks/salina/1040eironave/-864103396,38.84013,-97.59445,Taco Bell,67401,KS,"http://www.tacobell.com,https://locations.tacobell.com/ks/salina/1040-e-iron-ave.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=023230andutm_content=website,https://locations.tacobell.com/ks/salina/1040-e-iron-ave.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=023230&utm_content=website"
86 Commerce Drive,Hazard,US,us/ky/hazard/86commercedrive/93075755,37.295329,-83.216782,Arby's,41701,KY,http://www.arbys.com
100 Black Gold Ct,Hazard,US,us/ky/hazard/100blackgoldct/-2061630068,37.25414,-83.20061,Burger King,41701,KY,"https://locations.bk.com/ky/hazard/100-black-gold-ct.html,http://www.bk.com"
818 N 12th St,Murray,US,us/ky/murray/818n12thst/1121518186,36.6259,-88.3146,Culver's,42071,KY,http://www.culvers.com/restaurants/murray
750 N Gospel St,Paoli,US,us/in/paoli/750ngospelst/-791445730,38.561273,-86.467948,Wendy's,47454,IN,http://www.wendys.com
789 N Gospel St,Paoli,US,us/in/paoli/789ngospelst/696490760,38.56151,-86.467788,Hardee's,47454,IN,http://www.hardees.com
1501 N Meridian St,Portland,US,us/in/portland/1501nmeridianst/106088,40.44701,-84.97765,KFC,47371,IN,http://www.kfc.com
701 N Meridian St,Portland,US,us/in/portland/701nmeridianst/93075755,40.43954,-84.97793,Arby's,47371,IN,"http://www.arbys.com,https://locations.arbys.com/us/in/portland/701-n-meridian-st.html,http://locations.arbys.com/us/in/portland/701-n-meridian-st.html"
200 N. Loop Roger Wells Blvd.,Glasgow,US,us/ky/glasgow/200nlooprogerwellsblvd/1780593795,37.0001,-85.9283,SONIC Drive In,42141,KY,https://locations.sonicdrivein.com/ky/glasgow/200-n--loop-roger-wells-blvd-.html
924 W Main St,Glasgow,US,us/ky/glasgow/924wmainst/-477036959,37.001075,-85.924763,White Castle,42141,KY,http://www.whitecastle.com
104 Wall St,Glasgow,US,us/ky/glasgow/104wallst/-791445730,37.007466,-85.923449,Wendy's,42141,KY,http://www.wendys.com
800 W Cherry St,Glasgow,US,us/ky/glasgow/800wcherryst/93075755,37.008558,-85.921371,Arby's,42141,KY,"https://locations.arbys.com/us/ky/glasgow/800-w-cherry-st.html,http://www.arbys.com,http://locations.arbys.com/us/ky/glasgow/800-w-cherry-st.html"
732 E Main St,Glasgow,US,us/ky/glasgow/732emainst/696490760,36.9879,-85.8987,Hardee's,42141,KY,http://www.hardees.com
240 S L Roger Wells Blvd,Glasgow,US,us/ky/glasgow/240slrogerwellsblvd/696490760,36.9982,-85.9283,Hardee's,42141-1129,KY,http://www.hardees.com
618 N Carol Malone Blvd,Grayson,US,us/ky/grayson/618ncarolmaloneblvd/-1721138121,38.338955,82.943313,Dairy Queen,41143,KY,
852 N Carol Malone Boulevard,Grayson,US,us/ky/grayson/852ncarolmaloneboulevard/93075755,38.342453,-82.941749,Arby's,41143,KY,http://www.arbys.com
1719 E Kansas Plaza,Garden City,US,us/ks/gardencity/1719ekansasplaza/93075755,37.975433,-100.851456,Arby's,67846,KS,"http://www.arbys.com,http://locations.arbys.com/us/ks/garden-city/1719-e-kansas-plaza.html"
1001 S 1st St,Hiawatha,US,us/ks/hiawatha/1001s1stst/-1161002137,39.84249,-95.52643,McDonald's,66434,KS,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
101 W 14th St,Chanute,US,us/ks/chanute/101w14thst/-1161002137,37.66688,-95.45404,McDonalds,66720,KS,"http://www.mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
613 N East Ave,Columbus,US,us/ks/columbus/613neastave/-891525969,37.17714,-94.83215,Subway,66725,KS,http://www.subway.com
100 Plaza Dr 2,Berea,US,us/ky/berea/100plazadr2/93075755,37.5694,-84.312946,Arby's,40403,KY,"http://www.arbys.com,https://locations.arbys.com/us/ky/berea/100-plaza-dr--2.html"
256 Steve Dr,Russell Springs,US,us/ky/russellsprings/256stevedr/-791445730,37.06327,-85.06993,Wendy's,42642,KY,http://www.wendys.com
325 E Mountain Pkwy,Salyersville,US,us/ky/salyersville/325emountainpkwy/-791445730,37.73912,-83.04305,Wendy's,41465,KY,http://www.wendys.com
222 E Mountain Pkwy,Salyersville,US,us/ky/salyersville/222emountainpkwy/-1161002137,37.73961,-83.0443,McDonald's,41465,KY,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://www.mcdonalds.com"
100 N Main St,Pratt,US,us/ks/pratt/100nmainst/106088,37.6463,-98.73905,KFC,67124,KS,http://www.kfc.com
8333 W State Road 56,West Baden Springs,US,us/in/westbadensprings/8333wstateroad56/-1161002137,38.56326,-86.61299,McDonald's,47469,IN,"http://www.mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
921 E Washington St,Winchester,US,us/in/winchester/921ewashingtonst/93075755,40.17249,-84.96496,Arby's,47394,IN,"https://locations.arbys.com/us/in/winchester/921-e-washington-st.html,http://www.arbys.com,http://locations.arbys.com/us/in/winchester/921-e-washington-st.html"
6403 Burlington Road,Whitsett,US,us/nc/whitsett/6403burlingtonroad/1241037051,36.0634,-79.6076,Bojangles' Famous Chicken 'n Biscuits,27377,NC,"http://www.bojangles.com,http://locations.bojangles.com/nc/whitsett/6403-burlington-road.html"
301 W California Ave,Ruston,US,us/la/ruston/301wcaliforniaave/-864103396,32.52354,-92.64159,Taco Bell,71270,LA,"https://locations.tacobell.com/la/ruston/301-w-california-ave-.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=023192andutm_content=website,http://www.tacobell.com"
304 E Main St,Jonesboro,US,us/la/jonesboro/304emainst/-1161002137,32.240836,-92.710094,McDonald's,71251,LA,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
1121 Cooktown Rd,Ruston,US,us/la/ruston/1121cooktownrd/1082608893,32.536302,-92.652683,Waffle House,71270,LA,https://locations.wafflehouse.com/la-ruston-1494
25 Commerce Blvd,Benton,US,us/ky/benton/25commerceblvd/-1161002137,36.864683,-88.353444,McDonald's,42025,KY,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
129 W Ogden Ave,Westmont,US,us/il/westmont/129wogdenave/-1947870258,41.809912,-87.980354,Jimmy John's,60559,IL,http://www.jimmyjohns.com
312 W 5th St,Benton,US,us/ky/benton/312w5thst/-791445730,36.86716,-88.360393,Wendy's,42025,KY,"http://www.wendys.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJOGOzsAmif0aFrsHqdJMTDEtdOmBzXW9sZC2A5nZ2tDDpYRfiXXVLmgVTZfN8U2Dmz2AxWINrYDuGfINmpjgLSb9Bl8F6vKZRqiMo4Zz_bmMPwJ-rfcWjwwfZo8tMU9amoJ8mee8AU9J1_LXu7Aqcj4llOtv9VzPdG8B4F1wD1LSLx3dvwVAFNs4DaN96Yrqro7YUQY9JtLx56tOvdQpYRHXdEVqRNtXzEG6DDNl05L0bNeuoI3YPAVzWm5sAEJBpj46lZW1VQmj6EEl1hGhCAPeJDZFBMXglBPBnHWJBPL3OGTjn7bLHlmQ2YK6NbKFAPIqTOPA35Rabzt--R-FDdnT4Bd2MOirq&placement=listing_profile&cs_user=unknown&cs_session=a8ffb084c0c1c951157130676e7c32c4e2ae5431"
12698 Lamplighter Square,Saint Louis,US,us/mo/saintlouis/12698lamplightersquare/93075755,38.504623,-90.379023,Arby's,63128,MO,
4015 Jackson St Ext,Alexandria,US,us/la/alexandria/4015jacksonstext/-791445730,31.2811,-92.478,Wendy's,71303,LA,http://www.wendys.com
1221 N Main Street,Summerville,US,us/sc/summerville/1221nmainstreet/1241037051,33.035473,-80.157316,Bojangles' Famous Chicken 'n Biscuits,29483,SC,http://locations.bojangles.com/sc/summerville/1221-n--main-street.html
150 Well Rd,West Monroe,US,us/la/westmonroe/150wellrd/-1161002137,32.513914,-92.191915,McDonald's,71291,LA,"http://www.mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
201 Bridge St,West Monroe,US,us/la/westmonroe/201bridgest/-1161002137,32.50378,-92.12777,McDonald's,71291,LA,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://www.mcdonalds.com"
127 South Dr,Natchitoches,US,us/la/natchitoches/127southdr/-864103396,31.74882,-93.08183,Taco Bell,71457,LA,"https://locations.tacobell.com/la/natchitoches/127-south-dr.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=002619andutm_content=website,http://www.tacobell.com"
5103 University Pkwy,Natchitoches,US,us/la/natchitoches/5103universitypkwy/-791445730,31.729557,-93.152361,Wendy's,71457,LA,http://www.wendys.com
6021 Old Boyce Rd,Alexandria,US,us/la/alexandria/6021oldboycerd/-1161002137,31.34461,-92.51946,McDonald's,71303,LA,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com"
731 E Central Ave,Dayton,US,us/oh/dayton/731ecentralave/-791445730,39.6768,-84.2421,Wendy's,45449,OH,http://www.wendys.com
3001 Barrow St,Houma,US,us/la/houma/3001barrowst/-1161002137,29.570062,-90.722815,McDonald's,70360,LA,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
1016 Highway 90,Patterson,US,us/la/patterson/1016highway90/1780593795,29.68951,-91.30939,Sonic Drive-In,70392,LA,"https://locations.sonicdrivein.com/la/patterson/1016-highway-90.html,http://sonicdrivein.com"
6064 N Lindbergh Blvd,Hazelwood,US,us/mo/hazelwood/6064nlindberghblvd/-1947870258,38.77012,-90.36484,Jimmy John's,63042,MO,http://www.jimmyjohns.com
1180 Homer Rd,Minden,US,us/la/minden/1180homerrd/-864103396,32.62387,-93.25421,Taco Bell,71055,LA,"https://locations.tacobell.com/la/minden/1180-homer-rd.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=028266andutm_content=website,http://www.tacobell.com,https://locations.tacobell.com/la/minden/1180-homer-rd.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=028266&utm_content=website"
201 Homer Rd,Minden,US,us/la/minden/201homerrd/-2061630068,32.62125,-93.27767,Burger King,71055,LA,"https://locations.bk.com/la/minden/201-homer-rd.html,http://www.bk.com"
303 Homer Rd,Minden,US,us/la/minden/303homerrd/-1161002137,32.62202,-93.27519,McDonald's,71055,LA,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://www.mcdonalds.com"
401 Homer Rd,Minden,US,us/la/minden/401homerrd/-791445730,32.621605,-93.273239,Wendy's,71055,LA,http://www.wendys.com
13510 Industrial Dr,Minden,US,us/la/minden/13510industrialdr/93075755,32.5818,-93.2489,Arby's,71055,LA,"http://www.arbys.com,http://locations.arbys.com/us/la/minden/13510-industrial-dr.html"
37 Inn Rd,Carrollton,US,us/ky/carrollton/37innrd/1082608893,38.658922,-85.136525,Waffle House,41008,KY,"https://locations.wafflehouse.com/ky-carrollton-764,http://www.wafflehouse.com"
3165 US Highway 227,Carrollton,US,us/ky/carrollton/3165ushighway227/106088,38.65094,-85.12388,KFC,41008,KY,http://www.kfc.com
510 Highway 92 West,Williamsburg,US,us/ky/williamsburg/510highway92west/-442344130,36.7223,-84.1701,Krystal,40769,KY,"http://t.co/3VQiWtMxPf,http://www.krystal.com/locations/kentucky/williamsburg-highway-92-west/"
700 S 10th St,Williamsburg,US,us/ky/williamsburg/700s10thst/-1161002137,36.72716,-84.16696,McDonald's,40769,KY,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com"
75 W Highway 92,Williamsburg,US,us/ky/williamsburg/75whighway92/106088,36.7263,-84.1635,KFC,40769,KY,http://www.kfc.com
60 Happy Hollow Rd,Williamsburg,US,us/ky/williamsburg/60happyhollowrd/1516016543,36.72277,-84.16702,Long John Silver's,40769,KY,http://www.longjohnsilvers.com
701 S 10th St,Williamsburg,US,us/ky/williamsburg/701s10thst/93075755,36.726823,-84.165569,Arby's,40769,KY,"http://www.arbys.com,https://locations.arbys.com/us/ky/williamsburg/701-s-10th-st.html,http://locations.arbys.com/us/ky/williamsburg/701-s-10th-st.html"
899 Jamestown Road,Columbia,US,us/ky/columbia/899jamestownroad/-864103396,37.092814,-85.303582,Taco Bell,42728,KY,http://www.tacobell.com
1002 Jamestown St,Columbia,US,us/ky/columbia/1002jamestownst/-791445730,37.092885,-85.303829,Wendy's,42728,KY,http://www.wendys.com
